timestamp,flow_m3h,turbidity_ntu,uvt,lamp_power_pct,uv_intensity,uv_dose_mj_cm2,lamp_health_pct,anomaly_score,advisory,cusum_event
2026-04-25T08:05:00+00:00,105.797,0.338,77.091,70.49,51.365,27.524,95.0,0.101,No rule triggered.,False
2026-04-25T08:10:00+00:00,102.371,0.59,75.615,68.6,51.795,28.849,96.7,0.042,"Water is clear, save energy while staying compliant.",False
2026-04-25T08:15:00+00:00,103.621,0.201,78.442,72.18,54.223,29.294,95.2,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T08:20:00+00:00,100.541,0.235,79.449,68.12,51.332,28.426,95.2,0.073,"Water is clear, save energy while staying compliant.",False
2026-04-25T08:25:00+00:00,97.237,0.768,75.336,71.75,51.616,28.716,96.8,0.002,"Water is clear, save energy while staying compliant.",False
2026-04-25T08:30:00+00:00,98.556,0.396,77.589,69.03,54.879,29.14,96.5,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T08:35:00+00:00,98.305,0.21,76.339,69.48,54.525,29.362,95.9,0.1,"Water is clear, save energy while staying compliant.",False
2026-04-25T08:40:00+00:00,106.131,0.602,77.447,67.3,53.853,29.127,95.6,0.026,"Water is clear, save energy while staying compliant.",False
2026-04-25T08:45:00+00:00,105.774,0.578,76.765,68.78,54.236,29.736,96.1,0.073,"Water is clear, save energy while staying compliant.",False
2026-04-25T08:50:00+00:00,99.812,0.69,75.588,67.38,54.204,29.42,95.6,0.061,"Water is clear, save energy while staying compliant.",False
2026-04-25T08:55:00+00:00,100.884,0.285,78.868,69.49,54.184,28.497,95.0,0.041,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:00:00+00:00,99.094,0.657,77.472,68.41,50.809,27.817,95.2,0.066,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:05:00+00:00,105.084,0.611,76.439,67.22,51.891,28.133,95.3,0.086,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:10:00+00:00,105.803,0.605,78.638,72.16,51.431,28.935,96.1,0.084,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:15:00+00:00,104.941,0.612,78.578,72.26,53.074,29.107,96.6,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:20:00+00:00,102.359,0.557,77.188,69.48,52.465,29.802,96.8,0.022,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:25:00+00:00,105.141,0.536,78.209,67.28,53.041,30.244,97.6,0.018,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:30:00+00:00,100.396,0.459,77.779,71.46,52.976,28.095,95.9,0.037,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:35:00+00:00,99.494,0.369,77.405,70.86,54.278,29.515,96.1,0.007,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:40:00+00:00,98.385,0.219,77.442,68.39,52.166,27.892,96.0,0.105,No rule triggered.,False
2026-04-25T09:45:00+00:00,106.708,0.651,77.706,68.32,52.87,29.619,96.5,0.06,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:50:00+00:00,104.336,0.396,75.364,67.12,55.286,29.376,97.9,0.009,"Water is clear, save energy while staying compliant.",False
2026-04-25T09:55:00+00:00,103.85,0.681,78.058,72.97,54.927,28.979,96.9,0.074,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:00:00+00:00,104.674,0.314,76.569,72.49,52.795,28.355,97.7,0.05,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:05:00+00:00,102.958,0.75,78.395,69.52,50.841,29.212,95.3,0.086,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:10:00+00:00,106.538,0.601,75.527,67.2,54.37,29.213,97.1,0.067,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:15:00+00:00,100.243,0.608,77.315,71.56,52.954,30.097,97.5,0.08,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:20:00+00:00,98.982,0.219,77.391,72.28,55.035,28.75,97.5,0.053,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:25:00+00:00,102.343,0.239,79.221,69.27,52.624,29.537,96.7,0.026,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:30:00+00:00,98.618,0.346,76.261,72.32,53.898,29.135,96.6,0.022,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:35:00+00:00,102.214,0.756,76.901,71.7,53.45,28.606,97.1,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:40:00+00:00,106.677,0.413,77.731,67.41,51.585,28.45,95.9,0.012,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:45:00+00:00,102.771,0.409,77.571,67.75,54.478,29.399,97.9,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:50:00+00:00,105.834,0.56,78.483,68.41,52.518,28.573,96.7,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T10:55:00+00:00,101.468,0.385,75.61,70.72,53.534,29.754,96.9,0.005,"Water is clear, save energy while staying compliant.",False
2026-04-25T11:00:00+00:00,100.06,0.407,77.507,67.77,53.823,28.92,95.6,0.022,"Water is clear, save energy while staying compliant.",False
2026-04-25T11:05:00+00:00,98.149,0.377,76.926,68.5,54.274,29.328,95.2,0.017,"Water is clear, save energy while staying compliant.",False
2026-04-25T11:10:00+00:00,97.757,0.565,76.303,71.84,51.268,27.99,96.4,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T11:15:00+00:00,104.394,0.7,76.9,68.92,52.313,28.948,97.3,0.062,"Water is clear, save energy while staying compliant.",False
2026-04-25T11:20:00+00:00,97.352,0.608,75.483,70.24,53.04,28.037,96.2,0.067,"Water is clear, save energy while staying compliant.",False
2026-04-25T11:25:00+00:00,103.362,0.795,76.361,69.82,53.696,28.022,96.3,0.105,No rule triggered.,False
2026-04-25T11:30:00+00:00,99.458,0.343,76.672,68.78,54.482,27.968,95.5,0.106,No rule triggered.,False
2026-04-25T11:35:00+00:00,103.518,0.388,77.838,68.87,53.273,28.575,96.6,0.101,No rule triggered.,False
2026-04-25T11:40:00+00:00,97.97,0.217,76.686,67.77,51.345,29.213,95.4,0.074,"Water is clear, save energy while staying compliant.",False
2026-04-25T11:45:00+00:00,97.088,0.638,75.95,68.22,53.182,28.627,95.4,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T11:50:00+00:00,98.188,0.765,76.038,71.51,50.665,27.976,95.2,0.075,"Water is clear, save energy while staying compliant.",False
2026-04-25T11:55:00+00:00,105.782,0.67,75.645,72.43,54.419,29.368,96.6,0.004,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:00:00+00:00,97.548,0.729,75.66,71.53,51.938,29.06,95.0,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:05:00+00:00,101.829,0.632,77.244,71.98,53.37,27.957,96.2,0.046,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:10:00+00:00,101.076,0.382,76.446,69.09,55.117,29.922,97.0,0.058,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:15:00+00:00,97.769,0.584,78.037,71.24,54.313,29.842,97.8,0.008,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:20:00+00:00,106.52,0.372,77.939,71.31,55.729,29.774,97.9,0.025,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:25:00+00:00,100.653,0.518,76.159,69.16,50.754,28.291,95.6,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:30:00+00:00,97.17,0.406,76.409,70.24,53.436,29.485,95.8,0.001,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:35:00+00:00,104.653,0.682,74.855,70.87,52.047,29.108,96.3,0.085,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:40:00+00:00,106.308,0.689,76.432,68.3,52.634,28.974,95.6,0.017,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:45:00+00:00,103.071,0.788,76.492,72.27,53.023,28.672,97.2,0.107,No rule triggered.,False
2026-04-25T12:50:00+00:00,103.03,0.732,77.671,71.93,52.905,28.138,96.0,0.092,"Water is clear, save energy while staying compliant.",False
2026-04-25T12:55:00+00:00,106.034,0.662,74.792,70.55,51.659,27.781,95.7,0.089,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:00:00+00:00,104.419,0.648,77.004,67.23,55.693,28.412,97.7,0.016,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:05:00+00:00,99.005,0.569,76.568,72.04,51.812,28.243,95.3,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:10:00+00:00,105.466,0.373,75.366,68.21,53.727,27.76,95.2,0.076,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:15:00+00:00,97.515,0.277,75.593,72.55,53.488,28.018,95.9,0.075,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:20:00+00:00,105.972,0.684,77.088,72.12,53.842,28.626,97.0,0.053,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:25:00+00:00,100.729,0.402,75.858,70.99,55.191,29.055,97.0,0.095,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:30:00+00:00,103.621,0.225,76.788,71.54,55.301,29.367,97.4,0.054,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:35:00+00:00,99.87,0.761,76.963,70.11,50.79,29.394,95.9,0.019,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:40:00+00:00,101.108,0.301,76.559,68.7,52.673,28.731,97.3,0.108,No rule triggered.,False
2026-04-25T13:45:00+00:00,101.821,0.62,75.338,67.11,52.118,28.404,97.5,0.022,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:50:00+00:00,103.089,0.393,76.668,70.28,52.61,28.93,95.3,0.05,"Water is clear, save energy while staying compliant.",False
2026-04-25T13:55:00+00:00,103.939,0.499,76.34,68.79,52.339,27.865,96.0,0.065,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:00:00+00:00,101.533,0.741,75.409,67.97,54.463,29.313,97.4,0.04,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:05:00+00:00,98.639,0.438,78.663,72.78,50.599,28.089,95.6,0.026,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:10:00+00:00,97.748,0.538,76.549,72.46,55.227,28.313,97.1,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:15:00+00:00,104.882,0.51,77.867,68.02,51.269,28.791,96.6,0.089,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:20:00+00:00,100.513,0.24,78.267,67.71,51.912,28.925,96.5,0.098,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:25:00+00:00,99.584,0.753,74.724,71.68,51.345,28.953,95.8,0.046,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:30:00+00:00,101.726,0.266,75.666,68.87,52.636,28.242,97.2,0.049,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:35:00+00:00,102.413,0.619,77.669,70.44,53.586,28.09,95.4,0.006,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:40:00+00:00,105.693,0.641,76.005,67.75,50.903,29.237,95.6,0.021,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:45:00+00:00,98.237,0.603,78.149,72.18,52.201,30.249,97.8,0.106,No rule triggered.,False
2026-04-25T14:50:00+00:00,98.53,0.265,76.851,70.2,50.629,29.63,95.6,0.012,"Water is clear, save energy while staying compliant.",False
2026-04-25T14:55:00+00:00,98.579,0.346,76.312,69.42,52.428,28.824,95.0,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:00:00+00:00,104.91,0.557,77.117,67.06,53.616,28.198,96.8,0.007,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:05:00+00:00,101.468,0.543,76.694,67.44,52.567,27.848,96.0,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:10:00+00:00,103.855,0.215,78.55,69.56,51.571,29.293,95.9,0.109,No rule triggered.,False
2026-04-25T15:15:00+00:00,106.493,0.478,78.429,71.72,51.51,28.909,96.2,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:20:00+00:00,104.695,0.232,77.023,68.0,51.48,28.339,96.7,0.087,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:25:00+00:00,101.592,0.666,78.177,67.18,55.241,29.432,97.9,0.031,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:30:00+00:00,101.247,0.666,75.489,70.08,54.751,29.924,97.1,0.075,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:35:00+00:00,98.263,0.562,76.426,69.0,52.286,28.107,96.6,0.072,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:40:00+00:00,104.149,0.761,76.668,71.42,54.584,29.389,97.9,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:45:00+00:00,106.427,0.697,78.167,68.42,51.761,29.144,95.3,0.037,"Water is clear, save energy while staying compliant.",False
2026-04-25T15:50:00+00:00,98.453,0.467,78.422,72.42,53.576,28.822,97.1,0.107,No rule triggered.,False
2026-04-25T15:55:00+00:00,101.207,0.727,78.168,70.28,54.33,29.883,97.6,0.018,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:00:00+00:00,99.953,0.666,77.197,71.52,52.873,29.566,97.9,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:05:00+00:00,106.98,0.242,78.747,69.13,53.972,28.709,97.2,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:10:00+00:00,104.082,0.535,76.054,71.0,54.201,29.304,96.8,0.093,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:15:00+00:00,102.774,0.258,78.508,72.37,54.195,29.016,95.8,0.105,No rule triggered.,False
2026-04-25T16:20:00+00:00,106.09,0.509,75.618,68.88,53.73,28.026,95.7,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:25:00+00:00,106.588,0.422,77.754,72.09,55.804,28.712,97.9,0.085,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:30:00+00:00,104.43,0.429,76.232,67.22,53.148,28.668,97.9,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:35:00+00:00,104.455,0.442,78.985,68.65,51.742,27.817,95.8,0.063,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:40:00+00:00,104.805,0.275,79.164,70.41,51.471,30.002,96.7,0.02,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:45:00+00:00,103.579,0.747,76.049,72.02,52.815,28.94,97.6,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T16:50:00+00:00,99.883,0.753,75.203,69.91,54.431,28.081,95.9,0.102,No rule triggered.,False
2026-04-25T16:55:00+00:00,101.919,0.76,77.75,71.53,52.164,29.747,96.2,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:00:00+00:00,98.6,0.709,77.133,72.7,52.613,29.035,96.4,0.012,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:05:00+00:00,101.196,0.766,74.778,71.04,51.949,28.586,97.2,0.077,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:10:00+00:00,100.027,0.352,75.664,67.71,55.302,28.722,97.7,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:15:00+00:00,102.315,0.474,78.905,67.84,51.813,29.947,97.4,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:20:00+00:00,105.49,0.541,76.65,71.92,51.273,28.272,96.6,0.075,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:25:00+00:00,101.517,0.75,74.731,67.58,52.908,29.494,95.1,0.026,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:30:00+00:00,106.359,0.364,76.739,70.43,52.241,28.846,97.5,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:35:00+00:00,99.592,0.269,78.046,68.3,53.402,29.53,97.3,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:40:00+00:00,103.95,0.37,75.921,68.06,51.217,29.024,96.3,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:45:00+00:00,100.638,0.697,76.748,70.82,53.056,28.584,96.2,0.02,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:50:00+00:00,106.348,0.21,79.249,72.3,54.084,29.211,97.3,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T17:55:00+00:00,101.164,0.45,76.571,70.75,52.659,28.059,95.1,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:00:00+00:00,100.695,0.65,77.443,68.31,53.475,29.686,95.8,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:05:00+00:00,106.72,0.706,74.866,68.01,54.473,29.976,96.7,0.093,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:10:00+00:00,106.304,0.474,77.712,68.99,53.131,28.688,97.9,0.019,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:15:00+00:00,101.852,0.44,78.046,67.86,54.999,28.311,96.6,0.01,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:20:00+00:00,106.09,0.22,76.002,72.3,53.779,29.134,95.5,0.084,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:25:00+00:00,100.835,0.212,79.029,71.12,55.663,30.035,98.0,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:30:00+00:00,102.569,0.483,75.295,69.65,52.107,27.915,95.8,0.034,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:35:00+00:00,106.619,0.358,78.195,71.14,53.114,29.562,97.3,0.039,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:40:00+00:00,106.924,0.301,78.644,67.91,52.653,28.896,96.8,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:45:00+00:00,99.071,0.252,76.424,70.19,50.968,29.534,96.0,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:50:00+00:00,97.176,0.626,78.268,72.16,55.134,28.824,96.8,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T18:55:00+00:00,97.436,0.556,77.473,71.3,52.807,28.004,96.1,0.028,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:00:00+00:00,105.056,0.584,76.098,70.85,54.016,28.514,96.8,0.019,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:05:00+00:00,97.237,0.775,77.657,71.7,52.326,29.685,97.4,0.054,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:10:00+00:00,99.087,0.75,76.407,67.95,51.814,27.893,95.4,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:15:00+00:00,104.391,0.287,75.451,71.05,52.096,30.009,97.5,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:20:00+00:00,101.583,0.357,77.85,68.63,52.529,29.888,96.6,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:25:00+00:00,99.8,0.568,76.693,70.46,53.533,29.879,97.8,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:30:00+00:00,104.797,0.477,77.094,69.85,54.293,28.102,95.2,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:35:00+00:00,100.066,0.373,76.838,69.2,55.508,29.014,97.6,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:40:00+00:00,103.744,0.387,79.19,70.17,52.443,28.131,96.4,0.012,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:45:00+00:00,104.323,0.301,77.472,67.3,53.441,28.986,96.9,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:50:00+00:00,103.15,0.703,74.927,72.21,53.839,28.648,96.9,0.06,"Water is clear, save energy while staying compliant.",False
2026-04-25T19:55:00+00:00,105.433,0.4,75.414,69.33,54.127,28.212,97.3,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:00:00+00:00,105.769,0.533,77.721,67.68,54.069,28.64,95.9,0.085,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:05:00+00:00,102.435,0.356,78.83,69.19,52.704,29.648,97.5,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:10:00+00:00,101.557,0.705,75.448,67.42,53.725,29.823,96.8,0.0,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:15:00+00:00,104.225,0.332,78.831,72.03,51.674,28.975,95.2,0.018,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:20:00+00:00,104.684,0.204,76.042,71.15,52.266,28.965,96.2,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:25:00+00:00,103.2,0.375,75.617,68.18,51.27,29.59,96.7,0.097,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:30:00+00:00,104.7,0.452,77.735,68.98,51.233,29.741,96.4,0.084,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:35:00+00:00,106.972,0.222,79.085,72.54,52.333,29.434,96.7,0.026,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:40:00+00:00,100.327,0.415,75.615,72.67,52.454,28.444,95.1,0.08,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:45:00+00:00,105.174,0.607,77.539,70.11,51.492,28.045,95.2,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:50:00+00:00,100.646,0.712,74.888,68.02,54.846,28.604,97.4,0.069,"Water is clear, save energy while staying compliant.",False
2026-04-25T20:55:00+00:00,104.677,0.436,77.733,71.01,53.936,30.037,97.7,0.039,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:00:00+00:00,97.103,0.628,77.864,71.72,51.185,28.31,95.2,0.06,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:05:00+00:00,100.467,0.545,75.925,67.04,55.25,28.802,97.6,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:10:00+00:00,104.119,0.414,78.294,67.07,53.849,29.613,96.4,0.082,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:15:00+00:00,106.355,0.597,75.106,70.06,53.714,29.154,97.4,0.001,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:20:00+00:00,103.044,0.318,76.154,70.56,53.562,29.855,96.8,0.069,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:25:00+00:00,105.882,0.564,77.554,69.29,54.106,29.376,97.7,0.064,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:30:00+00:00,102.313,0.626,75.324,67.76,52.336,28.276,95.8,0.062,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:35:00+00:00,102.374,0.733,76.79,69.04,53.793,28.293,95.8,0.103,No rule triggered.,False
2026-04-25T21:40:00+00:00,97.361,0.709,76.145,72.94,53.188,28.536,95.0,0.03,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:45:00+00:00,106.902,0.224,77.166,67.16,53.291,30.012,97.7,0.097,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:50:00+00:00,97.962,0.748,76.018,68.35,53.822,28.376,96.9,0.033,"Water is clear, save energy while staying compliant.",False
2026-04-25T21:55:00+00:00,106.378,0.669,76.932,72.3,52.056,29.581,97.2,0.109,No rule triggered.,False
2026-04-25T22:00:00+00:00,101.836,0.315,76.695,69.78,52.091,28.346,97.0,0.106,No rule triggered.,False
2026-04-25T22:05:00+00:00,97.042,0.531,75.627,70.34,54.33,28.126,95.9,0.062,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:10:00+00:00,97.028,0.431,76.835,68.69,52.333,28.349,95.1,0.088,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:15:00+00:00,102.681,0.788,76.943,69.47,51.304,29.679,96.0,0.032,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:20:00+00:00,102.761,0.232,77.11,68.1,51.379,28.489,95.7,0,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:25:00+00:00,103.912,0.544,75.493,71.55,51.46,27.893,95.6,0.04,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:30:00+00:00,104.427,0.58,75.389,71.93,53.637,28.434,97.2,0.039,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:35:00+00:00,101.366,0.52,76.891,67.87,53.015,29.011,97.6,0.091,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:40:00+00:00,97.628,0.525,77.391,68.76,54.471,30.049,97.1,0.074,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:45:00+00:00,97.446,0.372,77.955,68.2,53.009,29.342,95.2,0.076,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:50:00+00:00,98.727,0.205,78.661,71.55,53.688,30.048,97.1,0.001,"Water is clear, save energy while staying compliant.",False
2026-04-25T22:55:00+00:00,105.554,0.53,77.974,68.66,51.087,28.574,96.5,0.02,"Water is clear, save energy while staying compliant.",False
